layers;neurons;LR;dropout;act_fcn;epoch;kernel;stdDiagV;stdDiagT;fin_val_acc;best_val_acc;bestEpo;best_tst_acc
0;0;0;0;0;0;0;0;0;0;0;0;0
2;31;0.038584485287958235;0.69999999999999996;<function softsign at 0x7f2c6f10ac80>;105;He;5.6839484720743343;5.2409697633507344;0.905432;0.92963;15;0.92963
2;45;0.04024463083079426;1.0;<function selu at 0x7f2c69c2bb18>;15;None;18.885257457751059;18.885257457751059;0.0;0.0;15;0.0
4;23;0.03649247318270279;0.69999999999999996;<function selu at 0x7f2c69c2bb18>;25;None;8.3368351124464546;7.6252734377700895;0.0;0.890864;5;0.902469
3;31;0.038847052784306155;0.69999999999999996;<function relu at 0x7f2c6f10a578>;200;He;8.8523942186235942;8.5181964512385502;0.182222;0.88963;100;0.884445
4;23;0.04531120757905822;0.69999999999999996;<function softsign at 0x7f2c6f10ac80>;40;None;4.9099186058787394;3.8869875814654584;0.0;0.917284;10;0.919506
4;25;0.021234326144000074;0.5;<function tanh at 0x7f2c6ef90488>;40;He;4.4123670956391265;4.5300399559764912;0.0;0.943457;15;0.941482
2;37;0.042348050416554414;1.0;<function elu at 0x7f2c6f0e3668>;20;Xavier;17.354670135788353;16.601555486350581;0.0;0.780247;1;0.779013
1;34;0.013235727815464417;1;<function elu at 0x7f2c6f0e3668>;110;Xavier;3.4964218433202787;3.3472958600577796;0.0;0.952593;60;0.954074
4;24;0.002354589777427447;0.69999999999999996;<function selu at 0x7f2c69c2bb18>;310;He;3.0252707935795757;2.8241128648755973;0.962716;0.966667;205;0.963951
5;19;0.019270492840314242;1.0;<function softsign at 0x7f2c6f10ac80>;130;Xavier;4.3811682191148851;3.6197901401098114;0.0;0.954568;85;0.951111
1;97;0.00268933121739921;1;<function tanh at 0x7f2c6ef90488>;385;None;3.0764282720340783;2.3865190657165947;0.960988;0.966914;280;0.968889
4;25;0.02254508746784777;0.69999999999999996;<function relu at 0x7f2c6f10a578>;105;None;22.256872847844029;22.649230766650504;0.0;0.135309;40;0.137778
5;19;0.04982996532268583;1.0;<function tanh at 0x7f2c6ef90488>;605;He;7.1366140766182378;6.8260776494863844;0.822716;0.865432;500;0.858519
2;35;0.046718356962142285;1.0;<function selu at 0x7f2c69c2bb18>;20;Xavier;28.523189185161005;27.132555776970182;0.0;0.177284;1;0.172593
1;53;0.020612250604895615;1;<function elu at 0x7f2c6f0e3668>;60;He;4.8101908787697454;4.8016915172272148;0.0;0.931358;35;0.937037
1;47;0.03511478779139106;1;<function elu at 0x7f2c6f0e3668>;40;Xavier;9.5398154089523466;8.6249567878062834;0.0;0.86321;15;0.864938
