layers;neurons;LR;dropout;act_fcn;epoch;kernel;stdDiagV;stdDiagT;fin_val_acc;best_val_acc;bestEpo;best_tst_acc
0;0;0;0;0;0;0;0;0;0;0;0;0
4;23;0.024749884303042584;0.69999999999999996;<function elu at 0x7f360ecec668>;35;Xavier;7.340022721130735;7.017212708476686;0.0;0.900247;10;0.899012
1;72;0.0019742370452376814;1;<function softsign at 0x7f360ed13c80>;435;He;4.4862233865856949;4.5309819340843696;0.926667;0.928148;330;0.918272
4;25;0.010900767207222889;0.69999999999999996;<function relu at 0x7f360ed13578>;30;Xavier;34.594575246537431;34.001604810741469;0.0;0.394815;5;0.388642
2;50;0.03645824358150539;0.69999999999999996;<function relu at 0x7f360ed13578>;100;Xavier;29.736843063629777;29.040522172642611;0.0;0.38;10;0.371358
2;49;0.03986915043624753;0.69999999999999996;<function softsign at 0x7f360ed13c80>;350;None;6.0488283948600223;6.5428837561403226;0.879012;0.89679;245;0.88963
5;18;0.02589944714663143;0.5;<function tanh at 0x7f360eb99488>;105;None;10.915311856369964;11.072250286805138;0.512346;0.851111;25;0.855309
2;48;0.018053842335865825;0.69999999999999996;<function elu at 0x7f360ecec668>;50;He;7.0450463409004751;6.8293814617971966;0.0;0.884938;20;0.892346
2;49;0.0030768654036248586;1.0;<function tanh at 0x7f360eb99488>;550;Xavier;4.7543528856273412;4.8279024405334283;0.0;0.918272;510;0.917778
5;20;0.015574210004045942;1.0;<function tanh at 0x7f360eb99488>;150;He;7.1786912234582019;7.2490059443921036;0.0;0.888148;75;0.889136
1;30;0.031687698277585705;1;<function tanh at 0x7f360eb99488>;70;None;5.7490050695526813;6.1072066339685387;0.0;0.900494;40;0.899506
2;39;0.04353403891597498;0.69999999999999996;<function relu at 0x7f360ed13578>;40;Xavier;30.214858297562429;30.322958073266239;0.0;0.273086;20;0.270617
3;33;0.043516275980203155;1.0;<function elu at 0x7f360ecec668>;20;Xavier;25.133376874888757;24.210427402273634;0.0;0.12642;1;0.122469
5;18;0.011002039986828664;1.0;<function softsign at 0x7f360ed13c80>;435;None;4.5370328378245448;5.3763695738145341;0.665926;0.916049;330;0.913333
1;86;0.023006942025179774;1;<function softsign at 0x7f360ed13c80>;75;None;10.388755014798763;9.5754092405847651;0.0;0.882716;45;0.885432
2;49;0.042706830466295545;1.0;<function relu at 0x7f360ed13578>;105;He;25.592375217195748;25.677540318682361;0.0;0.305679;40;0.31037
5;18;0.023854605607261933;0.5;<function relu at 0x7f360ed13578>;30;None;22.84990087115639;23.26777648044941;0.0;0.101481;10;0.094321
