layers;neurons;LR;dropout;act_fcn;epoch;kernel;stdDiagV;stdDiagT;fin_val_acc;best_val_acc;bestEpo;best_tst_acc
0;0;0;0;0;0;0;0;0;0;0;0;0
3;26;0.013587684549360976;0.5;<function relu at 0x7fa346574578>;70;He;26.04901994949557;25.448897723998972;0.0;0.537778;5;0.529383
5;19;0.033816033931343206;0.69999999999999996;<function selu at 0x7fa341095b18>;20;None;33.464123837472933;31.893130492249284;0.0;0.303457;1;0.301728
1;74;0.02550005066920964;1;<function softsign at 0x7fa346574c80>;105;None;4.3108876669146223;4.5775673503649248;0.930124;0.93358;20;0.93358
4;25;0.01150089312964262;1.0;<function relu at 0x7fa346574578>;55;He;33.03484094640406;32.325504970610105;0.0;0.309383;5;0.308889
5;20;0.009568342911602334;0.69999999999999996;<function selu at 0x7fa341095b18>;55;He;7.1649198751666638;6.4593272167678943;0.0;0.905185;30;0.902963
4;23;0.022784778025774017;0.69999999999999996;<function elu at 0x7fa34654d668>;50;He;8.2378896441231664;8.8495701038361148;0.0;0.89037;25;0.888642
3;31;0.014679132566532822;1.0;<function relu at 0x7fa346574578>;60;Xavier;22.616610049801785;22.735740257983558;0.0;0.284198;10;0.283951
5;20;0.02629510960642973;0.69999999999999996;<function tanh at 0x7fa3463fa488>;75;He;15.720621370995476;15.805208095968439;0.0;0.684691;35;0.688642
1;40;0.042668451930596506;1;<function selu at 0x7fa341095b18>;30;None;14.702910697899169;14.369606699830685;0.0;0.771852;10;0.773333
5;20;0.021499830992854695;0.69999999999999996;<function elu at 0x7fa34654d668>;35;Xavier;23.519889140580261;24.117908810202206;0.0;0.553333;15;0.557037
4;12;0.02092294974780939;1.0;<function tanh at 0x7fa3463fa488>;170;He;20.171766597335228;20.565929981270312;0.426667;0.644938;85;0.663704
3;32;0.006832731051327454;0.5;<function relu at 0x7fa346574578>;105;He;22.584644085151744;21.934682935950676;0.0893827;0.137284;5;0.136296
5;19;0.025946556839463706;1.0;<function tanh at 0x7fa3463fa488>;160;Xavier;17.867673947405951;18.223158997634609;0.123457;0.139259;80;0.145432
2;49;0.043193063370463594;1.0;<function relu at 0x7fa346574578>;110;He;17.632119338670378;18.765789470281295;0.0;0.142963;80;0.152346
3;31;0.0496561993317488;0.69999999999999996;<function elu at 0x7fa34654d668>;25;He;23.611652539584206;23.429691949920304;0.0;0.129877;5;0.129877
1;65;0.00015484740842352685;1;<function elu at 0x7fa34654d668>;300;None;16.064494310200462;15.725855949476887;0.217531;0.218025;290;0.231358
