layers;neurons;LR;dropout;act_fcn;epoch;kernel;stdDiagV;stdDiagT;fin_val_acc;best_val_acc;bestEpo;best_tst_acc
0;0;0;0;0;0;0;0;0;0;0;0;0
1;11;0.016466454528806636;1;<function relu at 0x7f8620b6b578>;435;None;6.3849961302251703;7.5446544453399893;0.881482;0.894815;330;0.886667
1;76;0.016184413239794887;1;<function softsign at 0x7f8620b6bc80>;100;He;4.1004012799861513;3.8109573369177658;0.0;0.947654;55;0.949136
5;18;0.04484323393300491;0.69999999999999996;<function softsign at 0x7f8620b6bc80>;105;He;8.6084003875359585;8.4060929702531197;0.376049;0.886173;15;0.88321
3;31;0.04737165122635816;0.5;<function selu at 0x7f861b68cb18>;20;He;13.45622379598885;13.378433098988772;0.0;0.04;1;0.0382716
1;44;0.021184790207340973;1;<function tanh at 0x7f86209f1488>;110;He;5.7406212651844628;5.1339027825647516;0.919259;0.922222;55;0.918272
5;19;0.0104328088661692;0.5;<function relu at 0x7f8620b6b578>;105;He;21.626275178185665;22.118633733530501;0.0844444;0.129383;10;0.133086
2;50;0.0009953980443388197;0.69999999999999996;<function tanh at 0x7f86209f1488>;245;Xavier;11.913727370677314;13.201451103308445;0.775062;0.819259;140;0.812346
5;18;0.0351083145956389;0.69999999999999996;<function relu at 0x7f8620b6b578>;45;He;21.242375825499881;21.855743532930401;0.0;0.20321;25;0.202963
3;31;0.04770541499470526;0.69999999999999996;<function elu at 0x7f8620b44668>;20;None;25.502599154470364;25.197406862706849;0.0;0.130123;1;0.123457
2;22;0.006881028704956811;1.0;<function tanh at 0x7f86209f1488>;335;He;17.659724632750006;17.195753809970821;0.0;0.75284;275;0.759012
